caseid,agearr10,age_group,sex,marital_status,number_of_children,alcohol_consumption,smoking_status,stresslevel,source_of_stress,hours_worked,job_satisfication,discrimination_Frequency,ourdoor_activities,living_standard,health_level,personal_relationship_level,apperance_level,stress
12630,96,7,2,1,0,7,3,1,96,6,6,6,2,7,8,8,8,Not at all stressful
12631,96,7,2,3,0,6,3,3,3,6,6,6,1,7,8,8,7,A bit stressful
12632,96,3,2,1,3,5,3,4,5,3,2,1,2,9,7,7,7,Quite A bit stressful
12633,96,5,1,6,0,6,3,4,1,3,3,6,1,8,5,0,5,Quite A bit stressful
12634,2,2,2,6,0,6,3,3,1,3,2,6,1,7,7,9,8,A bit stressful
12635,96,5,1,6,0,5,3,3,7,6,6,6,2,8,9,5,9,A bit stressful
12636,96,3,1,2,0,2,3,3,2,3,3,6,2,2,7,8,7,A bit stressful
12637,1,6,2,1,0,2,3,3,3,1,6,6,2,8,8,10,8,A bit stressful
12638,96,5,2,3,3,6,3,2,1,2,2,6,1,10,10,10,8,Not very stressful
12639,1,4,2,1,0,4,3,3,3,3,2,6,2,9,9,9,8,A bit stressful
12640,96,4,2,2,0,99,9,9,99,3,3,6,9,0,0,0,0,Extremely stressful
12641,96,2,1,1,1,4,3,3,5,3,2,6,2,8,7,7,6,A bit stressful
12642,96,6,1,1,0,1,1,1,96,6,6,6,1,9,5,10,6,Not at all stressful
12643,96,7,2,3,0,5,3,1,96,6,6,6,2,7,7,8,7,Not at all stressful
12644,96,2,2,2,0,7,2,1,96,2,6,6,2,10,8,7,10,Not at all stressful
12645,96,2,2,1,2,1,1,1,96,6,6,6,9,1,1,1,1,Not at all stressful
12646,1,6,2,3,0,4,3,3,3,2,6,6,2,8,7,8,7,A bit stressful
12647,96,4,1,1,0,3,1,1,96,3,3,6,2,8,6,8,7,Not at all stressful
12648,96,6,1,2,0,2,3,2,97,6,6,6,2,10,10,10,10,Not very stressful
12649,96,1,1,6,0,7,3,3,2,6,6,6,2,6,7,8,10,A bit stressful
12650,96,5,2,1,0,5,3,1,96,6,6,6,2,10,10,10,9,Not at all stressful
12651,96,7,2,1,0,2,3,3,3,6,6,6,2,8,8,6,8,A bit stressful
12652,96,7,2,3,0,7,3,3,6,6,6,6,1,8,7,8,8,A bit stressful
12653,96,5,2,1,0,5,3,3,3,1,6,6,2,9,7,6,8,A bit stressful
12654,96,3,2,2,2,3,1,3,3,6,6,6,2,10,9,10,8,A bit stressful
12655,96,2,1,1,0,5,3,3,6,3,2,6,2,10,9,10,10,A bit stressful
12656,96,5,2,1,0,3,3,4,2,4,6,6,2,5,5,5,4,Quite A bit stressful
12657,2,4,2,6,0,5,3,3,1,3,1,6,1,7,9,8,3,A bit stressful
12658,96,4,1,5,0,3,3,4,1,4,1,6,2,4,6,0,5,Quite A bit stressful
12659,96,6,2,1,1,3,1,1,96,6,6,6,1,5,1,6,3,Not at all stressful
12660,96,1,2,6,0,7,3,4,4,6,6,6,1,10,6,7,6,Quite A bit stressful
12661,96,3,1,2,0,3,3,4,1,3,4,6,2,7,8,5,3,Quite A bit stressful
12662,96,1,1,6,0,5,3,3,5,3,1,6,2,10,8,10,8,A bit stressful
12663,96,6,2,3,0,7,3,4,7,6,6,6,2,8,6,7,4,Quite A bit stressful
12664,96,3,2,1,1,5,1,4,6,4,6,6,2,8,5,8,4,Quite A bit stressful
12665,96,3,1,1,2,6,3,3,2,3,2,6,1,7,6,7,6,A bit stressful
12666,6,7,1,3,0,4,3,3,1,6,6,6,2,9,7,7,6,A bit stressful
12667,3,3,2,1,0,6,3,3,1,3,2,6,1,7,9,9,10,A bit stressful
12668,96,5,2,1,0,5,1,3,2,3,1,6,1,4,3,7,7,A bit stressful
12669,96,3,1,1,2,5,3,1,96,4,2,6,2,8,7,7,9,Not at all stressful
12670,96,3,1,1,0,5,3,1,96,3,2,6,2,10,10,10,10,Not at all stressful
12671,96,3,1,1,3,2,3,5,3,4,6,6,2,9,7,10,8,Extremely stressful
12672,96,7,2,3,0,4,3,2,97,6,6,6,1,8,8,8,8,Not very stressful
12673,96,2,2,2,0,5,3,2,3,3,1,4,2,8,10,8,8,Not very stressful
12674,96,4,1,2,0,2,3,4,3,4,6,6,2,8,6,10,7,Quite A bit stressful
12675,2,3,2,1,0,7,3,4,2,3,1,6,1,8,4,5,8,Quite A bit stressful
12676,96,1,2,6,0,6,3,4,1,3,3,6,2,5,6,5,2,Quite A bit stressful
12677,2,3,1,2,0,3,3,3,1,3,1,6,2,10,9,10,10,A bit stressful
12678,96,6,1,5,0,5,3,2,1,2,2,6,2,8,8,8,9,Not very stressful
12679,96,4,1,1,1,5,3,3,1,3,2,6,2,8,8,9,8,A bit stressful
12680,96,5,1,1,0,3,3,3,1,4,6,6,2,10,10,10,10,A bit stressful
12681,96,6,1,1,0,3,3,1,96,3,6,2,1,8,8,10,8,Not at all stressful
12682,2,5,1,1,0,7,3,2,6,6,6,6,2,8,3,9,4,Not very stressful
12683,96,5,1,1,0,5,3,3,1,2,3,6,2,4,6,10,3,A bit stressful
12684,96,7,2,3,0,3,3,1,96,6,6,6,1,8,8,10,10,Not at all stressful
12685,96,2,1,1,1,4,3,1,96,3,2,6,2,8,6,10,10,Not at all stressful
12686,3,3,2,1,2,7,3,3,2,1,3,6,1,5,5,3,3,A bit stressful
12687,96,3,2,5,2,4,3,3,5,4,6,6,2,8,8,5,6,A bit stressful
12688,96,6,2,1,0,6,3,2,7,6,6,6,1,8,10,10,8,Not very stressful
12689,4,7,2,1,0,5,3,2,6,6,6,6,2,9,9,9,9,Not very stressful
12690,96,7,1,3,0,7,3,1,96,6,6,6,2,10,7,10,10,Not at all stressful
12691,4,5,2,5,0,7,3,3,6,3,1,6,1,0,0,5,10,A bit stressful
12692,2,1,1,6,0,5,3,2,4,6,6,6,2,8,7,6,7,Not very stressful
12693,96,7,1,1,0,6,3,2,6,6,6,6,1,8,4,9,7,Not very stressful
12694,96,5,2,5,3,7,3,7,3,6,6,6,2,10,8,10,10,Extremely stressful
12695,96,2,2,1,0,5,3,3,5,3,1,6,2,8,8,8,8,A bit stressful
12696,96,3,1,6,0,4,3,3,1,3,2,6,2,9,7,6,8,A bit stressful
12697,3,7,2,3,0,2,3,3,3,6,6,6,1,10,10,9,5,A bit stressful
12698,96,3,2,5,0,5,3,4,1,3,3,4,2,7,10,8,8,Quite A bit stressful
12699,96,2,1,1,1,3,3,2,6,3,2,6,2,8,8,9,8,Not very stressful
12700,96,5,2,6,0,5,3,3,3,3,4,6,1,8,6,5,5,A bit stressful
12701,2,3,1,6,2,5,3,3,2,4,6,6,2,8,8,8,10,A bit stressful
12702,96,1,1,6,0,4,3,3,2,2,6,6,2,9,8,8,7,A bit stressful
12703,96,5,1,6,0,7,3,3,1,3,2,6,1,5,7,9,8,A bit stressful
12704,96,2,2,6,2,4,3,4,2,3,2,6,1,7,7,7,7,Quite A bit stressful
12705,96,2,1,1,2,5,3,1,96,3,1,6,2,8,8,10,8,Not at all stressful
12706,96,5,2,1,0,4,3,2,2,3,1,6,2,8,10,10,8,Not very stressful
12707,1,7,2,3,0,7,3,2,2,6,6,6,1,8,8,8,8,Not very stressful
12708,96,2,1,2,2,2,3,3,2,3,2,6,2,8,6,6,4,A bit stressful
12709,96,7,1,3,0,5,3,1,96,6,6,6,2,8,9,10,8,Not at all stressful
12710,96,5,2,6,0,7,3,2,6,6,6,6,1,5,2,97,1,Not very stressful
12711,96,5,1,1,0,3,3,2,3,2,6,6,2,9,9,9,8,Not very stressful
12712,1,1,1,6,1,7,3,2,4,6,6,6,2,10,9,9,10,Not very stressful
12713,96,4,1,1,0,5,3,2,3,3,2,6,2,7,8,8,8,Not very stressful
12714,4,4,2,1,2,6,3,1,96,3,1,6,2,8,5,9,6,Not at all stressful
12715,96,6,2,6,0,4,3,3,6,6,6,6,2,8,7,8,7,A bit stressful
12716,96,6,2,1,0,5,3,2,3,6,6,6,2,7,7,10,7,Not very stressful
12717,96,7,2,3,0,3,3,2,2,1,6,6,2,6,5,9,6,Not very stressful
12718,96,6,1,1,0,2,3,2,6,6,6,6,1,8,7,8,8,Not very stressful
12719,96,3,2,1,2,3,3,4,3,3,6,6,2,7,6,6,4,Quite A bit stressful
12720,96,5,2,2,0,2,3,1,96,3,6,6,2,5,3,10,3,Not at all stressful
12721,96,2,1,6,0,4,3,3,1,3,2,6,2,10,7,9,7,A bit stressful
12722,96,3,1,1,0,5,3,4,1,3,4,6,2,5,4,4,3,Quite A bit stressful
12723,4,4,1,1,0,7,3,3,1,3,2,2,2,10,9,10,9,A bit stressful
12724,96,7,1,1,0,5,3,4,2,6,6,6,1,5,2,8,8,Quite A bit stressful
12725,96,5,1,2,0,5,1,4,1,3,2,3,2,8,8,8,8,Quite A bit stressful
12726,96,7,2,5,0,5,3,3,6,6,6,6,2,6,6,8,7,A bit stressful
12727,96,4,2,2,0,5,1,4,3,3,2,6,2,8,8,7,7,Quite A bit stressful
12728,96,3,2,2,1,5,3,3,5,4,2,6,2,9,8,9,7,A bit stressful
12729,96,3,2,6,0,5,3,2,5,3,4,6,2,9,8,8,8,Not very stressful
12730,96,7,2,3,0,7,3,2,3,6,6,6,1,9,9,10,8,Not very stressful
12731,1,5,2,1,0,7,3,3,3,6,6,6,2,6,8,8,8,A bit stressful
12732,1,6,1,4,0,1,3,2,7,6,6,6,2,8,9,8,9,Not very stressful
12733,96,6,2,3,0,7,3,2,3,1,6,6,1,10,9,10,9,Not very stressful
12734,96,6,2,1,0,7,3,2,6,6,6,6,2,9,8,10,9,Not very stressful
12735,96,2,1,6,0,4,2,4,1,3,6,6,2,9,8,6,8,Quite A bit stressful
12736,96,6,2,6,0,5,3,3,6,6,6,6,1,7,7,7,7,A bit stressful
12737,4,4,2,6,0,7,3,2,1,6,6,6,1,8,6,8,6,Not very stressful
12738,2,1,1,6,0,5,3,3,4,4,6,6,2,7,8,4,4,A bit stressful
12739,96,4,2,1,0,6,3,3,2,3,2,6,1,6,6,7,3,A bit stressful
12740,96,4,2,1,0,5,3,2,2,3,1,6,2,10,8,10,9,Not very stressful
12741,96,6,2,5,0,6,3,2,2,1,6,6,1,6,7,8,8,Not very stressful
12742,3,5,1,5,0,3,1,4,2,3,6,3,1,5,2,10,9,Quite A bit stressful
12743,96,6,2,1,0,2,3,2,7,6,6,6,1,7,8,7,8,Not very stressful
12744,96,5,2,6,0,2,1,2,3,6,6,6,1,8,9,8,7,Not very stressful
12745,3,4,2,2,1,7,3,1,96,4,2,6,1,10,10,8,10,Not at all stressful
12746,96,7,2,3,0,6,3,3,97,6,6,6,1,9,8,9,7,A bit stressful
12747,2,1,1,6,0,3,3,4,1,3,1,6,2,10,9,8,8,Quite A bit stressful
12748,96,4,1,1,0,2,3,3,5,3,3,3,2,8,7,6,7,A bit stressful
12749,96,7,1,1,0,7,1,5,2,6,6,6,2,0,0,5,0,Extremely stressful
12750,96,5,2,6,0,6,3,2,1,3,1,6,2,7,7,5,7,Not very stressful
12751,96,5,2,2,0,4,3,3,1,2,1,6,2,9,8,8,7,A bit stressful
12752,96,4,2,1,0,6,3,3,1,4,1,6,2,10,10,10,10,A bit stressful
12753,96,7,2,3,0,3,1,3,3,6,6,6,1,10,8,10,10,A bit stressful
12754,96,3,2,5,0,4,3,3,3,3,6,6,2,7,9,9,8,A bit stressful
12755,2,3,1,2,0,6,3,1,96,3,1,6,2,9,6,10,6,Not at all stressful
12756,4,7,2,5,0,7,3,3,3,6,6,6,1,9,7,7,8,A bit stressful
12757,96,3,1,1,1,6,3,1,96,3,1,6,2,10,3,9,9,Not at all stressful
12758,6,5,1,1,0,6,3,2,3,6,6,6,2,6,7,8,6,Not very stressful
12759,96,2,2,1,0,6,1,3,7,6,6,6,1,8,10,10,9,A bit stressful
12760,96,3,2,1,0,5,3,3,5,3,1,6,2,8,8,9,7,A bit stressful
12761,96,5,1,1,0,5,3,3,5,4,2,6,2,7,7,8,7,A bit stressful
12762,96,4,2,6,1,2,3,2,1,3,6,6,2,10,9,9,7,Not very stressful
12763,96,6,2,4,0,6,3,2,2,6,6,6,2,9,7,5,8,Not very stressful
12764,96,4,2,6,0,5,3,3,1,3,3,6,2,7,7,7,7,A bit stressful
12765,96,1,1,2,0,3,3,3,1,3,1,6,2,8,8,8,8,A bit stressful
12766,96,3,1,1,2,3,3,3,1,4,6,1,2,7,7,7,7,A bit stressful
12767,96,4,2,2,2,3,3,4,1,3,6,6,2,9,8,8,7,Quite A bit stressful
12768,96,4,1,2,0,4,1,3,2,2,2,6,2,4,7,4,4,A bit stressful
12769,96,5,2,1,0,4,3,1,96,3,6,6,2,5,8,9,5,Not at all stressful
12770,96,5,1,2,0,3,3,3,5,4,2,6,2,4,8,5,7,A bit stressful
12771,96,7,1,6,0,1,3,3,6,6,6,6,1,5,5,5,5,A bit stressful
12772,96,3,2,6,0,4,3,3,5,4,1,6,2,9,8,8,9,A bit stressful
12773,96,6,1,1,0,3,3,3,3,6,6,6,2,9,7,10,6,A bit stressful
12774,96,5,2,1,0,3,3,3,2,3,6,6,2,7,8,9,5,A bit stressful
12775,6,5,1,1,0,4,3,2,3,6,6,6,2,9,7,9,8,Not very stressful
12776,96,7,2,3,0,7,1,4,97,6,6,6,1,6,5,9,6,Quite A bit stressful
12777,96,6,2,1,0,5,3,3,3,6,6,6,2,9,5,9,8,A bit stressful
12778,4,3,1,1,3,4,3,3,3,3,2,6,1,8,8,5,7,A bit stressful
12779,96,4,1,1,1,6,3,3,2,3,2,6,2,5,5,6,6,A bit stressful
12780,96,5,1,1,0,2,1,3,2,3,6,6,2,5,5,7,5,A bit stressful
12781,96,2,1,2,0,5,3,3,3,3,2,6,1,7,8,7,7,A bit stressful
12782,96,7,2,5,0,6,3,2,3,6,6,6,1,8,8,10,9,Not very stressful
12783,96,4,2,1,0,5,1,3,5,3,2,6,2,8,8,8,8,A bit stressful
12784,96,7,2,3,0,1,3,1,96,6,6,6,2,8,9,9,8,Not at all stressful
12785,96,6,1,2,0,3,3,4,3,3,6,6,2,8,6,8,8,Quite A bit stressful
12786,96,2,2,6,0,5,3,2,5,1,6,6,2,9,8,7,6,Not very stressful
12787,96,4,2,1,0,5,3,2,5,1,6,6,2,10,10,10,10,Not very stressful
12788,96,6,1,6,0,1,3,4,2,6,6,6,2,8,8,9,9,Quite A bit stressful
12789,96,3,1,2,2,7,3,3,5,3,6,2,2,7,8,8,8,A bit stressful
12790,96,6,2,1,0,7,1,1,96,6,6,6,1,10,5,10,7,Not at all stressful
12791,96,7,2,3,0,1,3,1,96,6,6,6,1,7,7,9,5,Not at all stressful
12792,96,3,1,1,0,3,3,3,2,3,2,6,2,10,7,9,6,A bit stressful
12793,96,2,1,2,1,5,1,2,6,1,1,6,2,6,6,9,10,Not very stressful
12794,96,3,1,1,2,3,3,3,2,3,2,6,2,7,7,5,5,A bit stressful
12795,96,5,2,1,0,2,3,4,1,3,2,6,2,10,8,8,8,Quite A bit stressful
12796,96,1,2,1,0,6,3,3,2,3,2,6,1,7,8,10,8,A bit stressful
12797,96,1,1,2,1,4,3,2,2,3,1,6,2,10,10,10,10,Not very stressful
12798,96,6,2,1,0,7,1,2,5,1,1,6,2,10,9,10,10,Not very stressful
12799,3,5,1,2,0,1,2,1,96,3,6,6,2,10,10,10,10,Not at all stressful
12800,96,6,2,3,0,3,3,2,2,3,2,6,2,6,6,5,5,Not very stressful
12801,96,4,2,6,0,5,1,2,2,3,1,6,2,5,5,8,6,Not very stressful
12802,96,1,1,6,0,5,3,3,1,3,2,6,2,8,9,8,7,A bit stressful
12803,96,5,2,1,0,7,2,3,7,3,6,6,2,7,4,7,5,A bit stressful
12804,4,6,1,1,0,5,3,2,2,3,6,6,1,7,7,8,7,Not very stressful
12805,96,4,1,2,3,3,3,2,1,3,1,6,2,8,7,9,8,Not very stressful
12806,96,5,1,1,0,4,3,5,1,3,4,6,2,2,6,6,7,Extremely stressful
12807,96,2,2,1,1,5,2,3,4,3,2,6,2,7,7,7,7,A bit stressful
12808,96,6,2,1,0,6,3,2,6,6,6,6,1,5,2,8,0,Not very stressful
12809,96,3,2,6,0,3,1,2,2,3,2,6,2,9,7,8,4,Not very stressful
12810,96,1,1,6,0,5,3,3,5,4,1,6,2,10,10,10,8,A bit stressful
12811,96,7,2,3,0,7,3,2,6,6,6,6,1,7,3,9,5,Not very stressful
12812,4,3,1,1,1,5,1,2,2,3,2,3,2,7,7,8,9,Not very stressful
12813,1,2,1,6,0,5,3,4,1,4,4,3,1,4,6,10,7,Quite A bit stressful
12814,96,7,2,3,0,3,3,4,1,6,6,6,1,9,8,6,4,Quite A bit stressful
12815,96,6,2,3,0,6,2,3,3,6,6,6,1,7,5,97,5,A bit stressful
12816,96,4,1,1,1,3,3,4,1,3,2,6,1,7,7,9,9,Quite A bit stressful
12817,96,6,2,1,0,3,1,2,3,6,6,6,1,7,7,8,8,Not very stressful
12818,3,7,1,1,0,6,3,1,96,6,6,6,1,9,9,10,9,Not at all stressful
12819,96,4,2,6,0,6,3,3,3,3,1,6,2,7,7,8,8,A bit stressful
12820,96,2,2,6,0,7,3,4,1,3,4,2,2,0,4,6,4,Quite A bit stressful
12821,3,7,1,1,0,4,3,1,96,6,6,6,1,8,7,10,7,Not at all stressful
12822,96,2,1,1,1,3,3,4,1,3,6,3,2,5,7,7,6,Quite A bit stressful
12823,96,4,2,1,0,3,2,3,1,3,2,6,2,6,8,9,8,A bit stressful
12824,7,7,2,3,0,6,3,3,2,6,6,6,1,6,6,6,7,A bit stressful
12825,3,2,1,1,1,5,3,3,1,3,2,6,2,7,9,8,10,A bit stressful
12826,96,6,2,6,0,5,2,2,3,6,6,6,2,10,10,10,9,Not very stressful
12827,3,6,2,3,0,3,3,3,5,1,6,6,2,8,8,9,9,A bit stressful
12828,96,6,2,5,0,7,3,1,96,6,6,6,2,9,10,10,7,Not at all stressful
12829,96,5,1,6,0,6,1,2,6,6,6,6,1,8,4,9,9,Not very stressful
12830,96,4,2,1,0,5,3,5,6,6,6,6,2,5,0,10,6,Extremely stressful
12831,96,5,2,1,0,5,3,3,97,6,6,6,2,8,7,8,6,A bit stressful
12832,96,6,1,1,0,1,3,2,3,2,6,6,2,10,8,10,8,Not very stressful
12833,96,6,2,1,0,3,3,2,6,6,6,6,2,9,9,9,6,Not very stressful
12834,3,3,2,6,0,5,3,4,6,3,2,6,2,6,3,6,8,Quite A bit stressful
12835,96,6,1,6,0,5,3,5,7,6,6,6,1,5,0,0,0,Extremely stressful
12836,96,6,2,3,0,5,3,2,3,6,6,6,1,10,10,9,9,Not very stressful
12837,96,6,1,1,0,6,3,3,3,3,6,6,2,7,3,5,5,A bit stressful
12838,96,6,2,3,0,6,3,2,2,6,6,6,1,2,8,9,6,Not very stressful
12839,96,5,2,2,0,5,3,3,2,3,2,6,2,8,7,7,8,A bit stressful
12840,96,3,2,1,0,5,1,4,3,3,2,6,2,3,3,10,3,Quite A bit stressful
12841,96,5,2,1,0,3,1,1,96,6,6,6,2,97,10,10,9,Not at all stressful
12842,96,5,1,3,0,5,3,3,5,3,6,6,2,8,9,7,8,A bit stressful
12843,96,1,2,6,1,6,3,4,5,1,2,6,2,6,8,7,8,Quite A bit stressful
12844,96,1,2,6,0,5,3,2,2,3,6,6,2,8,8,9,8,Not very stressful
12845,96,2,1,1,0,3,3,3,2,3,3,6,2,6,6,10,8,A bit stressful
12846,96,5,2,3,0,5,3,2,5,1,6,6,2,8,7,6,9,Not very stressful
12847,96,5,2,1,0,3,3,3,3,2,2,6,1,8,8,8,8,A bit stressful
12848,4,6,1,4,0,3,3,3,3,6,6,6,2,10,10,10,10,A bit stressful
12849,96,2,2,6,0,7,3,3,5,3,1,6,2,4,6,9,6,A bit stressful
12850,96,4,1,6,0,6,3,3,1,3,2,6,2,10,10,6,8,A bit stressful
12851,96,6,1,5,0,4,3,2,2,6,6,6,2,8,6,5,7,Not very stressful
12852,96,7,1,1,0,6,1,2,6,6,6,6,1,8,6,7,9,Not very stressful
12853,2,5,1,2,0,7,3,3,7,3,6,6,2,8,5,9,6,A bit stressful
12854,96,5,2,6,0,7,3,3,7,6,6,6,1,2,0,0,1,A bit stressful
12855,96,7,2,3,0,3,3,3,3,6,6,6,2,5,7,7,7,A bit stressful
12856,2,3,2,5,0,7,3,2,7,3,2,6,1,8,8,7,8,Not very stressful
12857,96,4,1,2,0,3,3,4,2,3,6,6,2,8,8,8,8,Quite A bit stressful
12858,96,2,2,6,0,5,3,4,7,3,4,6,2,5,4,1,1,Quite A bit stressful
12859,96,6,2,5,0,5,3,3,3,6,6,6,2,8,6,8,6,A bit stressful
12860,3,3,2,5,0,7,3,2,2,3,1,6,2,8,8,9,9,Not very stressful
12861,96,5,2,1,0,3,3,3,5,3,6,6,2,9,7,10,7,A bit stressful
12862,96,6,1,3,0,1,2,1,96,6,6,6,1,8,8,10,8,Not at all stressful
12863,96,4,1,1,0,3,3,3,1,3,6,2,2,2,5,5,5,A bit stressful
12864,96,3,2,6,0,4,3,3,1,4,2,6,2,8,7,6,7,A bit stressful
12865,96,3,1,1,2,5,3,3,3,1,6,6,1,6,7,8,8,A bit stressful
12866,96,3,1,6,0,3,3,3,1,4,1,6,2,8,7,7,8,A bit stressful
12867,96,5,2,5,0,7,3,1,96,1,6,6,2,10,8,8,10,Not at all stressful
12868,96,5,2,1,0,4,3,3,7,2,6,6,2,8,8,10,5,A bit stressful
12869,96,3,2,5,0,6,3,4,1,3,2,2,2,6,7,10,7,Quite A bit stressful
12870,96,3,1,1,0,7,3,3,1,3,2,6,2,10,10,10,9,A bit stressful
12871,96,5,2,1,0,3,3,2,3,2,1,6,2,10,10,10,10,Not very stressful
12872,96,3,1,2,0,4,1,4,1,4,1,6,2,10,8,10,8,Quite A bit stressful
12873,96,5,2,5,0,6,1,2,6,6,6,6,2,7,5,7,4,Not very stressful
12874,96,7,2,3,0,2,3,3,2,6,6,6,1,6,8,8,10,A bit stressful
12875,96,3,2,1,2,3,3,2,2,6,6,6,2,7,10,9,9,Not very stressful
12876,96,3,2,6,0,4,3,3,2,3,3,6,2,5,8,9,3,A bit stressful
12877,96,3,1,5,0,7,3,2,1,4,6,6,1,7,9,3,9,Not very stressful
12878,96,6,1,1,0,2,3,1,96,6,6,6,1,10,9,9,10,Not at all stressful
12879,96,7,2,3,0,5,3,2,3,6,6,6,2,9,9,9,9,Not very stressful
12880,96,6,2,5,1,4,3,2,2,6,6,6,2,7,7,6,4,Not very stressful
12881,96,4,2,5,0,7,3,3,1,3,1,6,2,10,8,10,7,A bit stressful
12882,96,3,2,1,1,7,3,4,1,3,2,6,2,7,5,7,6,Quite A bit stressful
12883,96,2,1,1,3,4,3,3,1,3,6,6,2,8,8,8,8,A bit stressful
12884,4,7,2,3,0,1,3,2,3,6,6,6,1,5,3,7,5,Not very stressful
12885,96,7,1,1,0,3,3,1,96,6,6,6,1,5,2,10,8,Not at all stressful
12886,3,7,1,4,0,7,3,2,3,6,6,6,2,10,9,10,10,Not very stressful
12887,96,4,2,2,1,7,3,3,2,6,6,6,2,7,6,9,7,A bit stressful
12888,96,6,2,1,0,5,3,2,3,2,1,6,2,8,10,8,6,Not very stressful
12889,96,4,1,1,0,1,3,2,2,4,1,6,2,7,9,10,10,Not very stressful
12890,96,3,1,6,0,2,2,3,1,4,2,6,2,8,6,4,6,A bit stressful
12891,96,6,1,1,0,6,3,4,1,3,6,6,2,8,8,9,7,Quite A bit stressful
12892,96,6,1,1,0,6,3,1,96,6,6,6,2,10,8,10,6,Not at all stressful
12893,96,5,2,4,0,3,3,3,5,3,1,6,2,8,7,7,7,A bit stressful
12894,3,2,2,6,0,7,3,4,2,3,2,6,1,7,6,5,7,Quite A bit stressful
12895,96,6,2,1,0,3,1,3,3,6,6,6,1,7,6,7,7,A bit stressful
12896,96,4,1,1,0,2,3,1,96,3,2,6,2,7,9,7,7,Not at all stressful
12897,1,2,2,6,0,3,3,4,1,3,4,6,2,8,8,10,7,Quite A bit stressful
12898,96,4,2,4,0,1,1,4,5,3,2,6,2,8,8,10,3,Quite A bit stressful
12899,4,7,2,1,0,6,3,2,99,6,6,6,2,10,8,9,9,Not very stressful
12900,96,2,2,1,1,5,2,3,5,3,2,6,2,5,6,6,6,A bit stressful
12901,96,7,2,3,0,7,3,2,2,6,6,6,2,5,5,8,10,Not very stressful
12902,96,6,2,1,0,6,3,1,96,6,6,6,1,10,8,10,8,Not at all stressful
12903,96,7,2,3,0,6,3,1,96,6,6,6,1,8,5,8,5,Not at all stressful
12904,3,2,1,1,1,7,2,3,2,4,1,6,1,5,7,8,7,A bit stressful
12905,4,5,1,1,1,2,3,3,1,3,2,6,2,7,4,8,2,A bit stressful
12906,96,4,1,2,0,2,1,4,1,3,2,6,2,8,8,9,8,Quite A bit stressful
12907,96,2,2,1,0,7,3,3,2,2,2,6,2,8,7,9,7,A bit stressful
12908,96,1,2,6,0,5,2,3,3,1,6,2,2,6,6,7,9,A bit stressful
12909,96,4,2,1,0,5,3,3,1,3,2,6,2,8,7,10,7,A bit stressful
12910,3,2,2,1,0,6,3,4,2,3,3,6,2,0,8,10,4,Quite A bit stressful
12911,96,6,2,5,0,2,3,1,96,6,6,6,2,8,10,8,8,Not at all stressful
12912,3,6,2,1,0,5,3,3,2,1,6,6,2,9,9,9,9,A bit stressful
12913,1,4,1,1,2,6,3,3,5,3,1,6,1,5,5,5,5,A bit stressful
12914,96,4,2,1,0,3,3,3,3,3,1,6,2,7,8,7,8,A bit stressful
12915,96,2,2,1,1,5,3,1,96,3,2,6,2,7,7,7,8,Not at all stressful
12916,96,2,2,6,0,5,1,3,1,3,2,6,2,7,6,7,7,A bit stressful
12917,96,5,2,1,0,5,3,2,2,6,6,6,1,6,8,7,8,Not very stressful
12918,3,7,1,1,0,1,3,1,96,6,6,6,2,10,10,10,10,Not at all stressful
12919,96,1,1,6,0,4,2,1,96,3,1,6,2,8,6,7,6,Not at all stressful
12920,96,2,1,6,0,5,3,3,2,4,2,6,2,7,8,9,8,A bit stressful
12921,96,5,1,4,0,2,3,3,1,2,6,2,2,5,5,6,7,A bit stressful
12922,96,5,2,6,0,3,3,4,1,4,1,6,2,10,8,8,7,Quite A bit stressful
12923,96,4,2,1,0,1,3,4,1,3,2,6,2,6,7,8,6,Quite A bit stressful
12924,96,5,2,1,0,6,1,4,6,3,6,6,2,8,3,10,5,Quite A bit stressful
12925,96,1,2,6,0,4,1,3,2,1,3,6,2,7,9,7,5,A bit stressful
12926,96,4,1,6,0,7,3,3,1,3,4,2,1,7,10,0,10,A bit stressful
12927,96,4,2,6,0,7,3,3,5,3,2,6,1,6,5,5,6,A bit stressful
12928,96,4,2,2,0,7,3,2,3,6,6,6,2,9,8,9,9,Not very stressful
12929,96,4,1,6,0,4,3,3,5,4,6,6,2,7,7,7,6,A bit stressful
12930,96,2,1,6,0,3,3,3,1,9,9,6,2,7,8,3,7,A bit stressful
12931,96,5,1,1,0,5,3,1,96,1,6,6,2,10,10,10,8,Not at all stressful
12932,96,5,1,1,0,1,3,3,1,3,3,6,1,8,5,5,5,A bit stressful
12933,96,7,2,1,0,1,3,3,3,6,6,6,2,8,7,9,5,A bit stressful
12934,96,2,2,1,3,4,3,3,2,3,2,6,2,7,8,7,5,A bit stressful
12935,96,7,2,3,0,7,3,2,5,6,6,6,1,8,8,9,8,Not very stressful
12936,96,3,1,5,0,3,1,3,2,4,2,6,1,5,9,5,10,A bit stressful
12937,4,5,1,1,0,2,3,2,2,6,6,6,2,7,1,10,8,Not very stressful
12938,96,7,2,1,0,6,3,2,7,6,6,6,1,7,7,9,8,Not very stressful
12939,96,5,1,1,0,6,3,3,1,4,2,6,2,6,7,8,6,A bit stressful
12940,98,2,2,1,0,7,3,3,2,3,2,6,2,6,8,9,5,A bit stressful
